year,area_title,occ_title,o_group,tot_emp,hourly_mean,annual_mean
2018,Washington,All,total,"3,259,150",28.56,"59,410"
2018,Washington,Management,major,"165,590",61.23,"127,360"
2018,Washington,Business and Financial Operations,major,"217,510",38.73,"80,560"
2018,Washington,Computer and Mathematical,major,"164,830",52.24,"108,660"
2018,Washington,Architecture and Engineering,major,"75,110",45.99,"95,660"
2018,Washington,"Life, Physical, and Social Science",major,"35,780",36.20,"75,290"
2018,Washington,Community and Social Service,major,"48,550",24.87,"51,740"
2018,Washington,Legal,major,"21,540",49.43,"102,810"
2018,Washington,"Education, Training, and Library",major,"188,000",27.19,"56,560"
2018,Washington,"Arts, Design, Entertainment, Sports, and Media",major,"48,520",28.15,"58,560"
2018,Washington,Healthcare Practitioners and Technical,major,"165,250",44.16,"91,840"
2018,Washington,Healthcare Support,major,"87,340",18.22,"37,900"
2018,Washington,Protective Service,major,"66,080",28.53,"59,340"
2018,Washington,Food Preparation and Serving Related,major,"294,260",15.23,"31,670"
2018,Washington,Building and Grounds Cleaning and Maintenance,major,"89,490",16.94,"35,230"
2018,Washington,Personal Care and Service,major,"120,640",16.49,"34,290"
2018,Washington,Sales and Related,major,"307,380",22.25,"46,280"
2018,Washington,Office and Administrative Support,major,"442,170",20.90,"43,470"
2018,Washington,"Farming, Fishing, and Forestry",major,"20,270",16.46,"34,240"
2018,Washington,Construction and Extraction,major,"161,140",29.23,"60,810"
2018,Washington,"Installation, Maintenance, and Repair",major,"129,080",26.59,"55,300"
2018,Washington,Production,major,"177,600",22.86,"47,560"
2018,Washington,Transportation and Material Moving,major,"233,020",21.35,"44,410"
2018,"Bellingham, WA",All,total,"88,580",23.58,"49,050"
2018,"Bremerton-Silverdale, WA",All,total,"88,620",26.22,"54,530"
2018,"Kennewick-Richland, WA",All,total,"114,100",26.29,"54,690"
2018,"Longview, WA",All,total,"37,540",23.64,"49,170"
2018,"Mount Vernon-Anacortes, WA",All,total,"47,530",24.05,"50,030"
2018,"Olympia-Tumwater, WA",All,total,"112,820",25.99,"54,050"
2018,"Seattle-Tacoma-Bellevue, WA",All,total,"1,984,320",31.44,"65,400"
2018,"Spokane-Spokane Valley, WA",All,total,"235,940",23.65,"49,200"
2018,"Walla Walla, WA",All,total,"25,350",23.26,"48,380"
2018,"Wenatchee, WA",All,total,"47,100",21.98,"45,720"
2018,"Yakima, WA",All,total,"92,880",21.61,"44,960"
2018,"Bellingham, WA",Management,major,"3,610",51.04,"106,160"
2018,"Bremerton-Silverdale, WA",Management,major,"3,010",53.07,"110,380"
2018,"Kennewick-Richland, WA",Management,major,"5,270",59.29,"123,330"
2018,"Longview, WA",Management,major,"1,590",49.54,"103,050"
2018,"Mount Vernon-Anacortes, WA",Management,major,"1,930",52.59,"109,380"
2018,"Olympia-Tumwater, WA",Management,major,"7,450",48.63,"101,150"
2018,"Seattle-Tacoma-Bellevue, WA",Management,major,"110,930",65.91,"137,090"
2018,"Spokane-Spokane Valley, WA",Management,major,"10,060",51.83,"107,810"
2018,"Walla Walla, WA",Management,major,920,45.21,"94,040"
2018,"Wenatchee, WA",Management,major,"1,590",46.15,"95,990"
2018,"Yakima, WA",Management,major,"3,070",51.83,"107,800"
2018,"Bellingham, WA",Business and Financial Operations,major,"4,350",32.82,"68,260"
2018,"Bremerton-Silverdale, WA",Business and Financial Operations,major,"4,960",37.42,"77,830"
2018,"Kennewick-Richland, WA",Business and Financial Operations,major,"4,730",37.78,"78,580"
2018,"Longview, WA",Business and Financial Operations,major,"1,110",32.01,"66,570"
2018,"Mount Vernon-Anacortes, WA",Business and Financial Operations,major,"1,750",32.41,"67,410"
2018,"Olympia-Tumwater, WA",Business and Financial Operations,major,"8,770",31.31,"65,120"
2018,"Seattle-Tacoma-Bellevue, WA",Business and Financial Operations,major,"158,490",40.85,"84,970"
2018,"Spokane-Spokane Valley, WA",Business and Financial Operations,major,"12,530",31.90,"66,350"
2018,"Walla Walla, WA",Business and Financial Operations,major,"1,320",34.26,"71,270"
2018,"Wenatchee, WA",Business and Financial Operations,major,"1,290",31.53,"65,590"
2018,"Yakima, WA",Business and Financial Operations,major,"2,510",30.40,"63,240"
2018,"Bellingham, WA",Computer and Mathematical,major,"1,360",37.86,"78,750"
2018,"Bremerton-Silverdale, WA",Computer and Mathematical,major,"1,910",40.60,"84,450"
2018,"Kennewick-Richland, WA",Computer and Mathematical,major,"1,890",43.30,"90,050"
2018,"Longview, WA",Computer and Mathematical,major,290,35.98,"74,830"
2018,"Mount Vernon-Anacortes, WA",Computer and Mathematical,major,610,37.76,"78,540"
2018,"Olympia-Tumwater, WA",Computer and Mathematical,major,"5,570",40.74,"84,740"
2018,"Seattle-Tacoma-Bellevue, WA",Computer and Mathematical,major,"139,440",54.69,"113,750"
2018,"Spokane-Spokane Valley, WA",Computer and Mathematical,major,"5,230",35.12,"73,050"
2018,"Walla Walla, WA",Computer and Mathematical,major,240,32.35,"67,290"
2018,"Wenatchee, WA",Computer and Mathematical,major,430,34.65,"72,080"
2018,"Yakima, WA",Computer and Mathematical,major,780,34.26,"71,270"
2018,"Bellingham, WA",Architecture and Engineering,major,"1,760",41.58,"86,490"
2018,"Bremerton-Silverdale, WA",Architecture and Engineering,major,"4,440",42.06,"87,480"
2018,"Kennewick-Richland, WA",Architecture and Engineering,major,"4,590",51.22,"106,550"
2018,"Longview, WA",Architecture and Engineering,major,500,40.06,"83,330"
2018,"Mount Vernon-Anacortes, WA",Architecture and Engineering,major,910,38.83,"80,760"
2018,"Olympia-Tumwater, WA",Architecture and Engineering,major,"1,670",38.65,"80,390"
2018,"Seattle-Tacoma-Bellevue, WA",Architecture and Engineering,major,"50,340",48.47,"100,810"
2018,"Spokane-Spokane Valley, WA",Architecture and Engineering,major,"2,990",35.23,"73,280"
2018,"Walla Walla, WA",Architecture and Engineering,major,680,42.16,"87,700"
2018,"Wenatchee, WA",Architecture and Engineering,major,550,38.82,"80,740"
2018,"Yakima, WA",Architecture and Engineering,major,550,34.13,"70,980"
2018,"Bellingham, WA","Life, Physical, and Social Science",major,630,30.81,"64,080"
2018,"Bremerton-Silverdale, WA","Life, Physical, and Social Science",major,"1,160",34.40,"71,540"
2018,"Kennewick-Richland, WA","Life, Physical, and Social Science",major,"2,930",43.60,"90,690"
2018,"Longview, WA","Life, Physical, and Social Science",major,330,30.54,"63,520"
2018,"Mount Vernon-Anacortes, WA","Life, Physical, and Social Science",major,500,29.73,"61,840"
2018,"Olympia-Tumwater, WA","Life, Physical, and Social Science",major,"2,180",33.68,"70,060"
2018,"Seattle-Tacoma-Bellevue, WA","Life, Physical, and Social Science",major,"20,390",38.23,"79,520"
2018,"Spokane-Spokane Valley, WA","Life, Physical, and Social Science",major,"1,900",32.88,"68,380"
2018,"Walla Walla, WA","Life, Physical, and Social Science",major,360,31.98,"66,510"
2018,"Wenatchee, WA","Life, Physical, and Social Science",major,650,25.83,"53,730"
2018,"Yakima, WA","Life, Physical, and Social Science",major,630,28.20,"58,660"
2018,"Bellingham, WA",Community and Social Service,major,"1,770",23.08,"48,010"
2018,"Bremerton-Silverdale, WA",Community and Social Service,major,"1,260",24.58,"51,130"
2018,"Kennewick-Richland, WA",Community and Social Service,major,"1,590",25.98,"54,040"
2018,"Longview, WA",Community and Social Service,major,640,24.67,"51,320"
2018,"Mount Vernon-Anacortes, WA",Community and Social Service,major,710,24.65,"51,280"
2018,"Olympia-Tumwater, WA",Community and Social Service,major,"2,420",26.33,"54,770"
2018,"Seattle-Tacoma-Bellevue, WA",Community and Social Service,major,"25,630",25.50,"53,040"
2018,"Spokane-Spokane Valley, WA",Community and Social Service,major,"5,330",23.19,"48,220"
2018,"Walla Walla, WA",Community and Social Service,major,520,23.66,"49,210"
2018,"Wenatchee, WA",Community and Social Service,major,510,24.94,"51,880"
2018,"Yakima, WA",Community and Social Service,major,"2,040",22.53,"46,860"
2018,"Bellingham, WA",Legal,major,390,34.86,"72,510"
2018,"Bremerton-Silverdale, WA",Legal,major,390,34.94,"72,670"
2018,"Kennewick-Richland, WA",Legal,major,320,36.38,"75,670"
2018,"Longview, WA",Legal,major,130,36.36,"75,630"
2018,"Mount Vernon-Anacortes, WA",Legal,major,180,32.39,"67,360"
2018,"Olympia-Tumwater, WA",Legal,major,"1,270",41.33,"85,960"
2018,"Seattle-Tacoma-Bellevue, WA",Legal,major,"14,920",54.58,"113,530"
2018,"Spokane-Spokane Valley, WA",Legal,major,"1,460",38.78,"80,650"
2018,"Walla Walla, WA",Legal,major,120,33.34,"69,350"
2018,"Wenatchee, WA",Legal,major,200,40.27,"83,760"
2018,"Yakima, WA",Legal,major,460,38.69,"80,470"
2018,"Bellingham, WA","Education, Training, and Library",major,"6,200",25.40,"52,830"
2018,"Bremerton-Silverdale, WA","Education, Training, and Library",major,"5,420",26.19,"54,480"
2018,"Kennewick-Richland, WA","Education, Training, and Library",major,"7,750",25.50,"53,040"
2018,"Longview, WA","Education, Training, and Library",major,"2,520",25.17,"52,360"
2018,"Mount Vernon-Anacortes, WA","Education, Training, and Library",major,"3,020",23.82,"49,540"
2018,"Olympia-Tumwater, WA","Education, Training, and Library",major,"6,990",24.97,"51,940"
2018,"Seattle-Tacoma-Bellevue, WA","Education, Training, and Library",major,"97,740",29.36,"61,060"
2018,"Spokane-Spokane Valley, WA","Education, Training, and Library",major,"14,460",25.53,"53,110"
2018,"Walla Walla, WA","Education, Training, and Library",major,"2,130",25.02,"52,040"
2018,"Wenatchee, WA","Education, Training, and Library",major,"3,040",23.44,"48,760"
2018,"Yakima, WA","Education, Training, and Library",major,"7,590",24.01,"49,930"
2018,"Bellingham, WA","Arts, Design, Entertainment, Sports, and Media",major,"1,060",21.75,"45,240"
2018,"Bremerton-Silverdale, WA","Arts, Design, Entertainment, Sports, and Media",major,860,24.46,"50,870"
2018,"Kennewick-Richland, WA","Arts, Design, Entertainment, Sports, and Media",major,"1,200",23.73,"49,360"
2018,"Longview, WA","Arts, Design, Entertainment, Sports, and Media",major,260,20.77,"43,210"
2018,"Mount Vernon-Anacortes, WA","Arts, Design, Entertainment, Sports, and Media",major,470,21.42,"44,550"
2018,"Olympia-Tumwater, WA","Arts, Design, Entertainment, Sports, and Media",major,"2,180",25.14,"52,300"
2018,"Seattle-Tacoma-Bellevue, WA","Arts, Design, Entertainment, Sports, and Media",major,"33,480",30.32,"63,060"
2018,"Spokane-Spokane Valley, WA","Arts, Design, Entertainment, Sports, and Media",major,"3,580",23.94,"49,800"
2018,"Walla Walla, WA","Arts, Design, Entertainment, Sports, and Media",major,330,22.31,"46,400"
2018,"Wenatchee, WA","Arts, Design, Entertainment, Sports, and Media",major,550,19.31,"40,170"
2018,"Yakima, WA","Arts, Design, Entertainment, Sports, and Media",major,590,22.75,"47,320"
2018,"Bellingham, WA",Healthcare Practitioners and Technical,major,"4,130",36.20,"75,300"
2018,"Bremerton-Silverdale, WA",Healthcare Practitioners and Technical,major,"4,340",41.68,"86,700"
2018,"Kennewick-Richland, WA",Healthcare Practitioners and Technical,major,"6,510",44.57,"92,710"
2018,"Longview, WA",Healthcare Practitioners and Technical,major,"2,080",38.66,"80,420"
2018,"Mount Vernon-Anacortes, WA",Healthcare Practitioners and Technical,major,"2,670",41.42,"86,150"
2018,"Olympia-Tumwater, WA",Healthcare Practitioners and Technical,major,"5,920",43.18,"89,820"
2018,"Seattle-Tacoma-Bellevue, WA",Healthcare Practitioners and Technical,major,"95,330",46.15,"96,000"
2018,"Spokane-Spokane Valley, WA",Healthcare Practitioners and Technical,major,"15,090",39.86,"82,920"
2018,"Walla Walla, WA",Healthcare Practitioners and Technical,major,"1,760",35.09,"72,980"
2018,"Wenatchee, WA",Healthcare Practitioners and Technical,major,"3,130",41.53,"86,390"
2018,"Yakima, WA",Healthcare Practitioners and Technical,major,"4,710",44.66,"92,880"
2018,"Bellingham, WA",Healthcare Support,major,"2,520",18.28,"38,010"
2018,"Bremerton-Silverdale, WA",Healthcare Support,major,"2,730",17.29,"35,960"
2018,"Kennewick-Richland, WA",Healthcare Support,major,"3,440",16.33,"33,970"
2018,"Longview, WA",Healthcare Support,major,"1,150",16.90,"35,150"
2018,"Mount Vernon-Anacortes, WA",Healthcare Support,major,"1,310",17.95,"37,340"
2018,"Olympia-Tumwater, WA",Healthcare Support,major,"3,690",17.05,"35,470"
2018,"Seattle-Tacoma-Bellevue, WA",Healthcare Support,major,"47,670",19.12,"39,770"
2018,"Spokane-Spokane Valley, WA",Healthcare Support,major,"7,690",16.69,"34,720"
2018,"Walla Walla, WA",Healthcare Support,major,"1,010",15.82,"32,900"
2018,"Wenatchee, WA",Healthcare Support,major,"1,930",16.43,"34,180"
2018,"Yakima, WA",Healthcare Support,major,"3,160",16.84,"35,030"
2018,"Bellingham, WA",Protective Service,major,"1,780",31.31,"65,130"
2018,"Bremerton-Silverdale, WA",Protective Service,major,"1,770",33.96,"70,630"
2018,"Kennewick-Richland, WA",Protective Service,major,"2,420",28.93,"60,170"
2018,"Longview, WA",Protective Service,major,610,28.11,"58,460"
2018,"Mount Vernon-Anacortes, WA",Protective Service,major,700,26.76,"55,660"
2018,"Olympia-Tumwater, WA",Protective Service,major,"2,300",28.82,"59,950"
2018,"Seattle-Tacoma-Bellevue, WA",Protective Service,major,"37,540",29.00,"60,320"
2018,"Spokane-Spokane Valley, WA",Protective Service,major,"5,650",24.71,"51,410"
2018,"Walla Walla, WA",Protective Service,major,"1,060",26.07,"54,230"
2018,"Wenatchee, WA",Protective Service,major,780,27.79,"57,790"
2018,"Yakima, WA",Protective Service,major,"1,910",28.17,"58,600"
2018,"Bellingham, WA",Food Preparation and Serving Related,major,"9,100",14.15,"29,440"
2018,"Bremerton-Silverdale, WA",Food Preparation and Serving Related,major,"9,470",13.65,"28,400"
2018,"Kennewick-Richland, WA",Food Preparation and Serving Related,major,"9,720",13.44,"27,940"
2018,"Longview, WA",Food Preparation and Serving Related,major,"3,610",13.50,"28,070"
2018,"Mount Vernon-Anacortes, WA",Food Preparation and Serving Related,major,"5,190",14.93,"31,050"
2018,"Olympia-Tumwater, WA",Food Preparation and Serving Related,major,"10,000",14.02,"29,160"
2018,"Seattle-Tacoma-Bellevue, WA",Food Preparation and Serving Related,major,"171,300",16.17,"33,640"
2018,"Spokane-Spokane Valley, WA",Food Preparation and Serving Related,major,"21,300",13.95,"29,020"
2018,"Walla Walla, WA",Food Preparation and Serving Related,major,"2,230",14.08,"29,300"
2018,"Wenatchee, WA",Food Preparation and Serving Related,major,"5,470",13.97,"29,050"
2018,"Yakima, WA",Food Preparation and Serving Related,major,"7,590",13.52,"28,110"
2018,"Bellingham, WA",Building and Grounds Cleaning and Maintenance,major,"3,210",15.18,"31,570"
2018,"Bremerton-Silverdale, WA",Building and Grounds Cleaning and Maintenance,major,"2,150",16.46,"34,230"
2018,"Kennewick-Richland, WA",Building and Grounds Cleaning and Maintenance,major,"3,090",15.60,"32,440"
2018,"Longview, WA",Building and Grounds Cleaning and Maintenance,major,"1,030",15.19,"31,600"
2018,"Mount Vernon-Anacortes, WA",Building and Grounds Cleaning and Maintenance,major,"1,520",16.17,"33,640"
2018,"Olympia-Tumwater, WA",Building and Grounds Cleaning and Maintenance,major,"3,200",16.55,"34,420"
2018,"Seattle-Tacoma-Bellevue, WA",Building and Grounds Cleaning and Maintenance,major,"47,570",17.92,"37,270"
2018,"Spokane-Spokane Valley, WA",Building and Grounds Cleaning and Maintenance,major,"8,490",15.81,"32,880"
2018,"Walla Walla, WA",Building and Grounds Cleaning and Maintenance,major,920,14.93,"31,060"
2018,"Wenatchee, WA",Building and Grounds Cleaning and Maintenance,major,"2,010",14.64,"30,450"
2018,"Yakima, WA",Building and Grounds Cleaning and Maintenance,major,"2,620",15.23,"31,670"
2018,"Bellingham, WA",Personal Care and Service,major,"2,730",14.98,"31,150"
2018,"Bremerton-Silverdale, WA",Personal Care and Service,major,"3,510",15.91,"33,080"
2018,"Kennewick-Richland, WA",Personal Care and Service,major,"4,180",14.90,"30,990"
2018,"Longview, WA",Personal Care and Service,major,"1,580",15.59,"32,420"
2018,"Mount Vernon-Anacortes, WA",Personal Care and Service,major,"1,800",15.47,"32,170"
2018,"Olympia-Tumwater, WA",Personal Care and Service,major,"4,440",15.15,"31,510"
2018,"Seattle-Tacoma-Bellevue, WA",Personal Care and Service,major,"68,570",17.45,"36,300"
2018,"Spokane-Spokane Valley, WA",Personal Care and Service,major,"11,230",15.02,"31,240"
2018,"Walla Walla, WA",Personal Care and Service,major,740,15.18,"31,570"
2018,"Wenatchee, WA",Personal Care and Service,major,"1,430",16.29,"33,880"
2018,"Yakima, WA",Personal Care and Service,major,"3,780",14.72,"30,620"
2018,"Bellingham, WA",Sales and Related,major,"9,310",19.03,"39,570"
2018,"Bremerton-Silverdale, WA",Sales and Related,major,"8,800",18.05,"37,540"
2018,"Kennewick-Richland, WA",Sales and Related,major,"10,870",17.91,"37,250"
2018,"Longview, WA",Sales and Related,major,"3,710",17.66,"36,720"
2018,"Mount Vernon-Anacortes, WA",Sales and Related,major,"5,060",18.44,"38,350"
2018,"Olympia-Tumwater, WA",Sales and Related,major,"10,530",20.20,"42,020"
2018,"Seattle-Tacoma-Bellevue, WA",Sales and Related,major,"184,200",24.39,"50,740"
2018,"Spokane-Spokane Valley, WA",Sales and Related,major,"23,530",19.24,"40,010"
2018,"Walla Walla, WA",Sales and Related,major,"2,170",18.68,"38,840"
2018,"Wenatchee, WA",Sales and Related,major,"4,900",19.06,"39,650"
2018,"Yakima, WA",Sales and Related,major,"8,590",19.68,"40,940"
2018,"Bellingham, WA",Office and Administrative Support,major,"12,720",19.16,"39,850"
2018,"Bremerton-Silverdale, WA",Office and Administrative Support,major,"10,800",20.92,"43,500"
2018,"Kennewick-Richland, WA",Office and Administrative Support,major,"14,510",19.81,"41,200"
2018,"Longview, WA",Office and Administrative Support,major,"4,670",20.07,"41,730"
2018,"Mount Vernon-Anacortes, WA",Office and Administrative Support,major,"6,520",19.73,"41,040"
2018,"Olympia-Tumwater, WA",Office and Administrative Support,major,"17,200",20.05,"41,710"
2018,"Seattle-Tacoma-Bellevue, WA",Office and Administrative Support,major,"264,120",21.95,"45,660"
2018,"Spokane-Spokane Valley, WA",Office and Administrative Support,major,"36,500",18.73,"38,970"
2018,"Walla Walla, WA",Office and Administrative Support,major,"3,290",18.20,"37,860"
2018,"Wenatchee, WA",Office and Administrative Support,major,"5,610",18.92,"39,350"
2018,"Yakima, WA",Office and Administrative Support,major,"12,150",18.86,"39,220"
2018,"Bellingham, WA","Farming, Fishing, and Forestry",major,460,18.60,"38,680"
2018,"Bremerton-Silverdale, WA","Farming, Fishing, and Forestry",major,80,17.35,"36,090"
2018,"Kennewick-Richland, WA","Farming, Fishing, and Forestry",major,"3,380",14.07,"29,270"
2018,"Longview, WA","Farming, Fishing, and Forestry",major,500,23.06,"47,960"
2018,"Mount Vernon-Anacortes, WA","Farming, Fishing, and Forestry",major,370,20.77,"43,200"
2018,"Olympia-Tumwater, WA","Farming, Fishing, and Forestry",major,440,17.65,"36,710"
2018,"Seattle-Tacoma-Bellevue, WA","Farming, Fishing, and Forestry",major,"2,540",17.71,"36,830"
2018,"Spokane-Spokane Valley, WA","Farming, Fishing, and Forestry",major,410,20.17,"41,950"
2018,"Walla Walla, WA","Farming, Fishing, and Forestry",major,190,15.58,"32,410"
2018,"Wenatchee, WA","Farming, Fishing, and Forestry",major,"1,560",14.70,"30,580"
2018,"Yakima, WA","Farming, Fishing, and Forestry",major,"5,490",14.90,"30,990"
2018,"Bellingham, WA",Construction and Extraction,major,"5,410",26.99,"56,140"
2018,"Bremerton-Silverdale, WA",Construction and Extraction,major,"7,000",29.01,"60,340"
2018,"Kennewick-Richland, WA",Construction and Extraction,major,"7,490",27.18,"56,530"
2018,"Longview, WA",Construction and Extraction,major,"2,070",28.14,"58,520"
2018,"Mount Vernon-Anacortes, WA",Construction and Extraction,major,"2,750",29.54,"61,440"
2018,"Olympia-Tumwater, WA",Construction and Extraction,major,"4,290",28.16,"58,570"
2018,"Seattle-Tacoma-Bellevue, WA",Construction and Extraction,major,"93,620",31.20,"64,890"
2018,"Spokane-Spokane Valley, WA",Construction and Extraction,major,"10,630",25.22,"52,450"
2018,"Walla Walla, WA",Construction and Extraction,major,740,23.92,"49,760"
2018,"Wenatchee, WA",Construction and Extraction,major,"2,300",24.58,"51,130"
2018,"Yakima, WA",Construction and Extraction,major,"3,560",22.83,"47,480"
2018,"Bellingham, WA","Installation, Maintenance, and Repair",major,"3,360",24.56,"51,080"
2018,"Bremerton-Silverdale, WA","Installation, Maintenance, and Repair",major,"5,620",29.07,"60,460"
2018,"Kennewick-Richland, WA","Installation, Maintenance, and Repair",major,"4,850",25.46,"52,960"
2018,"Longview, WA","Installation, Maintenance, and Repair",major,"2,070",28.06,"58,360"
2018,"Mount Vernon-Anacortes, WA","Installation, Maintenance, and Repair",major,"2,280",24.63,"51,240"
2018,"Olympia-Tumwater, WA","Installation, Maintenance, and Repair",major,"3,560",23.45,"48,780"
2018,"Seattle-Tacoma-Bellevue, WA","Installation, Maintenance, and Repair",major,"73,180",27.83,"57,880"
2018,"Spokane-Spokane Valley, WA","Installation, Maintenance, and Repair",major,"9,550",24.27,"50,490"
2018,"Walla Walla, WA","Installation, Maintenance, and Repair",major,"1,010",25.30,"52,620"
2018,"Wenatchee, WA","Installation, Maintenance, and Repair",major,"2,110",25.29,"52,590"
2018,"Yakima, WA","Installation, Maintenance, and Repair",major,"3,740",21.32,"44,340"
2018,"Bellingham, WA",Production,major,"6,990",20.77,"43,190"
2018,"Bremerton-Silverdale, WA",Production,major,"4,420",26.42,"54,940"
2018,"Kennewick-Richland, WA",Production,major,"5,200",22.72,"47,260"
2018,"Longview, WA",Production,major,"3,240",24.36,"50,660"
2018,"Mount Vernon-Anacortes, WA",Production,major,"3,700",23.06,"47,960"
2018,"Olympia-Tumwater, WA",Production,major,"2,450",20.88,"43,440"
2018,"Seattle-Tacoma-Bellevue, WA",Production,major,"105,020",24.11,"50,150"
2018,"Spokane-Spokane Valley, WA",Production,major,"13,060",20.00,"41,610"
2018,"Walla Walla, WA",Production,major,"2,510",19.27,"40,090"
2018,"Wenatchee, WA",Production,major,"1,970",19.38,"40,310"
2018,"Yakima, WA",Production,major,"6,550",18.41,"38,290"
2018,"Bellingham, WA",Transportation and Material Moving,major,"5,720",19.10,"39,730"
2018,"Bremerton-Silverdale, WA",Transportation and Material Moving,major,"4,510",19.29,"40,120"
2018,"Kennewick-Richland, WA",Transportation and Material Moving,major,"8,160",18.36,"38,190"
2018,"Longview, WA",Transportation and Material Moving,major,"3,850",18.57,"38,620"
2018,"Mount Vernon-Anacortes, WA",Transportation and Material Moving,major,"3,560",19.82,"41,230"
2018,"Olympia-Tumwater, WA",Transportation and Material Moving,major,"6,300",18.51,"38,490"
2018,"Seattle-Tacoma-Bellevue, WA",Transportation and Material Moving,major,"142,310",23.17,"48,200"
2018,"Spokane-Spokane Valley, WA",Transportation and Material Moving,major,"15,270",19.41,"40,360"
2018,"Walla Walla, WA",Transportation and Material Moving,major,"1,110",19.09,"39,700"
2018,"Wenatchee, WA",Transportation and Material Moving,major,"5,090",16.30,"33,900"
2018,"Yakima, WA",Transportation and Material Moving,major,**,16.05,"33,390"
2019,Washington,Management,major,"162,850",62.75,"130,520"
2019,Washington,Business and Financial Operations,major,"225,940",40.09,"83,400"
2019,Washington,Computer and Mathematical,major,"173,940",55.66,"115,770"
2019,Washington,Architecture and Engineering,major,"77,020",47.75,"99,310"
2019,Washington,"Life, Physical, and Social Science",major,"39,850",38.53,"80,150"
2019,Washington,Community and Social Service,major,"52,280",25.69,"53,440"
2019,Washington,Legal,major,"22,500",48.71,"101,320"
2019,Washington,Educational Instruction and Library,major,"189,670",27.94,"58,120"
2019,Washington,"Arts, Design, Entertainment, Sports, and Media",major,"49,860",29.55,"61,470"
2019,Washington,Healthcare Practitioners and Technical,major,"171,440",46.01,"95,690"
2019,Washington,Healthcare Support,major,"144,170",17.59,"36,590"
2019,Washington,Protective Service,major,"66,690",29.45,"61,260"
2019,Washington,Food Preparation and Serving Related,major,"299,950",16.33,"33,970"
2019,Washington,Building and Grounds Cleaning and Maintenance,major,"90,590",17.75,"36,920"
2019,Washington,Personal Care and Service,major,"74,900",19.11,"39,750"
2019,Washington,Sales and Related,major,"316,510",23.19,"48,240"
2019,Washington,Office and Administrative Support,major,"392,860",21.95,"45,650"
2019,Washington,"Farming, Fishing, and Forestry",major,"22,250",16.86,"35,060"
2019,Washington,Construction and Extraction,major,"169,600",30.60,"63,660"
2019,Washington,"Installation, Maintenance, and Repair",major,"133,320",27.50,"57,200"
2019,Washington,Production,major,"178,980",23.67,"49,240"
2019,Washington,Transportation and Material Moving,major,"263,330",21.85,"45,440"
2019,"Bellingham, WA",Management,major,"3,520",51.90,"107,960"
2019,"Bellingham, WA",Business and Financial Operations,major,"4,160",32.04,"66,640"
2019,"Bellingham, WA",Computer and Mathematical,major,"1,430",39.81,"82,810"
2019,"Bellingham, WA",Architecture and Engineering,major,"1,290",39.80,"82,770"
2019,"Bellingham, WA","Life, Physical, and Social Science",major,650,32.70,"68,010"
2019,"Bellingham, WA",Community and Social Service,major,"1,860",24.47,"50,910"
2019,"Bellingham, WA",Legal,major,370,37.31,"77,610"
2019,"Bellingham, WA",Educational Instruction and Library,major,"6,390",27.69,"57,590"
2019,"Bellingham, WA","Arts, Design, Entertainment, Sports, and Media",major,"1,050",23.80,"49,490"
2019,"Bellingham, WA",Healthcare Practitioners and Technical,major,"3,980",37.19,"77,360"
2019,"Bellingham, WA",Healthcare Support,major,"3,480",17.47,"36,340"
2019,"Bellingham, WA",Protective Service,major,"1,840",30.72,"63,900"
2019,"Bellingham, WA",Food Preparation and Serving Related,major,"9,560",15.73,"32,730"
2019,"Bellingham, WA",Building and Grounds Cleaning and Maintenance,major,"3,400",15.94,"33,160"
2019,"Bellingham, WA",Personal Care and Service,major,"1,820",17.53,"36,460"
2019,"Bellingham, WA",Sales and Related,major,"9,350",19.91,"41,410"
2019,"Bellingham, WA",Office and Administrative Support,major,"11,770",19.94,"41,480"
2019,"Bellingham, WA","Farming, Fishing, and Forestry",major,320,19.36,"40,260"
2019,"Bellingham, WA",Construction and Extraction,major,"6,110",28.15,"58,550"
2019,"Bellingham, WA","Installation, Maintenance, and Repair",major,"3,550",25.00,"52,010"
2019,"Bellingham, WA",Production,major,"7,150",20.92,"43,510"
2019,"Bellingham, WA",Transportation and Material Moving,major,"6,550",19.03,"39,590"
2019,"Bremerton-Silverdale, WA",Management,major,"3,170",52.45,"109,100"
2019,"Bremerton-Silverdale, WA",Business and Financial Operations,major,"5,500",37.48,"77,950"
2019,"Bremerton-Silverdale, WA",Computer and Mathematical,major,"1,940",41.07,"85,420"
2019,"Bremerton-Silverdale, WA",Architecture and Engineering,major,"4,570",42.48,"88,360"
2019,"Bremerton-Silverdale, WA","Life, Physical, and Social Science",major,"1,410",34.84,"72,470"
2019,"Bremerton-Silverdale, WA",Community and Social Service,major,"1,450",24.66,"51,300"
2019,"Bremerton-Silverdale, WA",Legal,major,380,36.36,"75,640"
2019,"Bremerton-Silverdale, WA",Educational Instruction and Library,major,"5,350",27.22,"56,630"
2019,"Bremerton-Silverdale, WA","Arts, Design, Entertainment, Sports, and Media",major,700,25.51,"53,050"
2019,"Bremerton-Silverdale, WA",Healthcare Practitioners and Technical,major,"4,210",44.14,"91,820"
2019,"Bremerton-Silverdale, WA",Healthcare Support,major,"3,810",17.22,"35,830"
2019,"Bremerton-Silverdale, WA",Protective Service,major,"1,740",*,*
2019,"Bremerton-Silverdale, WA",Food Preparation and Serving Related,major,"9,600",14.77,"30,730"
